Epoch Time,Value
1704111201000,0
1704111203000,0
1704111218000,0
1704111240000,0
1704111252000,0
1704111261000,0
1704111267000,0
1704111278000,0
1704111300000,0
1704111312000,0
1704111321000,0
1704111332000,0
1704111338000,0
1704111360000,0
1704111372000,0
1704111381000,0
1704111396000,0
1704111398000,0
1704111420000,0
1704111433000,0
1704111441000,0
1704111458000,0
1704111460000,0
1704111480000,0
1704111493000,0
1704111501000,0
1704111518000,0
1704111524000,0
1704111540000,0
1704111553000,0
1704111561000,0
1704111578000,0
1704111588000,0
1704111600000,0
1704111614000,0
1704111621000,0
1704111638000,0
1704111652000,0
1704111660000,0
1704111674000,0
1704111681000,0
1704111698000,0
1704111716000,0
1704111720000,0
1704111734000,0
1704111741000,0
1704111758000,0
1704111780000,0
1704111795000,0
1704111801000,0
1704111818000,0
1704111840000,0
1704111844000,0
1704111855000,0
1704111861000,0
1704111878000,0
1704111900000,0
1704111908000,0
1704111915000,0
1704111921000,0
1704111938000,0
1704111960000,0
1704111972000,0
1704111976000,0
1704111981000,0
1704111998000,0
1704112020000,0
1704112036000,0
1704112041000,0
1704112058000,0
1704112080000,0
1704112096000,0
1704112101000,0
1704112118000,0
1704112140000,0
1704112157000,0
1704112161000,0
1704112166000,0
1704112178000,0
1704112200000,0
